# NFAP Frequency Allocation Data
# Source: Indian Frequency Allocation Chart
# Country: India
# Last Updated: 2025-01-01
""
Band Name,Band Start Freq (Hz),Band End Freq (Hz),Allocation Start Freq (Hz),Allocation End Freq (Hz),Frequency Range (Readable),Service,Priority,Usage,Amateur Band,Level,Region Specific
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,SPACE RESEARCH,secondary,Space Research,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,5.504A,primary,5.504A,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,5.504A,primary,5.504A,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED-SATELLITE 5.457B,secondary,Fixed satellite services,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.484A   5.484B   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.484A   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,5.484A   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,5.484A   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE-SATELLITE 5.506A,secondary,Mobile satellite services,,5.484A   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,RADIO ASTRONOMY,primary,Radio astronomy observations,,5.484A   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,RADIO ASTRONOMY,primary,Radio astronomy observations,,5.484A   5.506   5.506B   Ind 17,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,5.149   5.504A,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,5.149   5.504A,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED-SATELLITE 5.509C 5.509E    FIXED-SATELLITE 5.509C,secondary,Fixed satellite services,,5.149   5.504A,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE,primary,Mobile communication services,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE,primary,Mobile communication services,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,SPACE RESEARCH,primary,Space Research,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,SPACE RESEARCH,primary,Space Research,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED,primary,Point-to-point communication,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,FIXED-SATELLITE (EARTH-TO-,secondary,Fixed satellite services,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,MOBILE,primary,Mobile communication services,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,SPACE) 5.509C,primary,Space) 5.509C,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-14 GHz),14400000000,14800000000,14400000000,14800000000,14.400 GHz - 14.800 GHz,SPACE RESEARCH,primary,Space Research,,5.509D   5.509E   5.509F   5.510,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,SPACE RESEARCH,primary,Space Research,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,SPACE RESEARCH,primary,Space Research,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,ALLOCATIONS,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,SPACE RESEARCH,secondary,Space Research,,Radio Astronomy,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,SPACE RESEARCH,secondary,Space Research,,Radio Astronomy,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Aeronautical Radionavigation,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,Aeronautical Radionavigation,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,5.511C,primary,5.511C,,Aeronautical Radionavigation,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,5.511C,primary,5.511C,,Aeronautical Radionavigation,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,FIXED,primary,Point-to-point communication,,Radiolocation,
SHF - Super High Frequency (14-16 GHz),14800000000,16600000000,14800000000,16600000000,14.800 GHz - 16.600 GHz,MOBILE,primary,Mobile communication services,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,FIXED,primary,Point-to-point communication,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,SPACE RESEARCH,secondary,Space Research,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,MOBILE,primary,Mobile communication services,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,SPACE RESEARCH,secondary,Space Research,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,FIXED,primary,Point-to-point communication,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,MOBILE,primary,Mobile communication services,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,FIXED,primary,Point-to-point communication,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,MOBILE,primary,Mobile communication services,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,SPACE RESEARCH,secondary,Space Research,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,EARTH EXPLORATION-SATELLITE,secondary,Earth Exploration-Satellite,,Radiolocation,
SHF - Super High Frequency (16-17 GHz),16600000000,17700000000,16600000000,17700000000,16.600 GHz - 17.700 GHz,SPACE RESEARCH,secondary,Space Research,,Radiolocation,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,EARTH EXPLORATION-SATELLITE   IND,secondary,Earth Exploration-Satellite   Ind,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SATELLITE,secondary,Satellite,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SATELLITE,secondary,Satellite,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SATELLITE,secondary,Satellite,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE 5.522B,secondary,Fixed satellite services,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE EXCEPT AERONAUTICAL MOBILE,primary,Aircraft communication,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,,secondary,,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,,secondary,,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,5.517A,secondary,5.517A,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SPACE RESEARCH,secondary,Space Research,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,5.522B,primary,5.522B,,Earth Exploration-,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,5.522B,primary,5.522B,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE EXCEPT AERONAUTICAL,primary,Aircraft communication,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE,secondary,Mobile communication services,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE,secondary,Mobile communication services,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE,secondary,Mobile communication services,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SPACE RESEARCH,secondary,Space Research,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SPACE RESEARCH,secondary,Space Research,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,SPACE RESEARCH,secondary,Space Research,,5.517A   5.522B,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,5.522A,primary,5.522A,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,5.522A,primary,5.522A,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,5.522A,primary,5.522A,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE 5.517A,secondary,Fixed satellite services,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE 5.523A,secondary,Fixed satellite services,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE,primary,Mobile communication services,,5.522A  5.522C,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,MOBILE,primary,Mobile communication services,,5.517A Ind 17,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,5.517A Ind 17,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED,primary,Point-to-point communication,,5.517A Ind 17,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE 5.523B,secondary,Fixed satellite services,,5.517A Ind 17,
SHF - Super High Frequency (18-19 GHz),18600000000,19700000000,18600000000,19700000000,18.600 GHz - 19.700 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.517A Ind 17,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,FIXED-SATELLITE,primary,Fixed satellite services,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,FIXED,primary,Point-to-point communication,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,,secondary,,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,,secondary,,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,,secondary,,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,MOBILE,primary,Mobile communication services,,ALLOCATIONS,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,FIXED-SATELLITE,secondary,Fixed satellite services,,5.484B   5.516B   5.527A,
SHF - Super High Frequency (19-21 GHz),19700000000,21400000000,19700000000,21400000000,19.700 GHz - 21.400 GHz,MOBILE-SATELLITE,secondary,Mobile satellite services,,5.484B   5.516B   5.527A,
